Date,Value
1994-04-01,3.29
1994-05-01,2.77
1994-06-01,1.69
1994-07-01,3.9
1994-08-01,5.7
1994-09-01,0.88
1994-10-01,0.75
1994-11-01,2.08
1994-12-01,1.54
1995-01-01,4.18
1995-02-01,1.1
1995-03-01,1.57
1995-04-01,1.28
1995-05-01,5.29
1995-06-01,5.49
1995-07-01,6.07
1995-08-01,5.29
1995-09-01,2.52
1995-10-01,5.26
1995-11-01,2.27
1995-12-01,2.08
1996-01-01,7.11
1996-02-01,2.02
1996-03-01,3.41
1996-04-01,1.22
1996-05-01,5.69
1996-06-01,6.97
1996-07-01,4.77
1996-08-01,7.45
1996-09-01,12.22
1996-10-01,2.22
1996-11-01,3.07
1996-12-01,4.57
1997-01-01,1.53
1997-02-01,2.09
1997-03-01,4.76
1997-04-01,1.78
1997-05-01,1.5
1997-06-01,3.22
1997-07-01,5.28
1997-08-01,3.21
1997-09-01,2.93
1997-10-01,1.69
1997-11-01,4.18
1997-12-01,3.52
1998-01-01,7.42
1998-02-01,5.47
1998-03-01,5.57
1998-04-01,4.07
1998-05-01,4.95
1998-06-01,4.7
1998-07-01,0.75
1998-08-01,1.83
1998-09-01,1.41
1998-10-01,1.24
1998-11-01,0.68
1998-12-01,1.88
1999-01-01,4.2
1999-02-01,1.58
1999-03-01,2.51
1999-04-01,1.32
1999-05-01,2.39
1999-06-01,0.61
1999-07-01,1.89
1999-08-01,2.62
